dataset_id,cell_type,cell_type_ontology_term_id,cell_type_ontology_depth,disease,reference,n_donors_A,n_donors_B,n_cells,cells_per_donor_by_group,median_counts_per_cell_by_group,permutation_count,confound_flags,confound_cramers_v,pooled_flag,residual_df,integer_check,frozen_universe_size,fitType,sigma_donor_estimate,envelope_min_donors_per_group,envelope_max_sigma_supported,envelope_membership,gate_status,gate_failures,dropped_thin_donors,dropped_missing_donor_cells,confound_exclusion_reasons,covariate_candidates,admitted_to_sweep,admission_blockers,census_version,role,dataset_rank,dataset_short,expected_effect,min_donors_per_group,cells_per_donor_bin_A,cells_per_donor_bin_B
a12ccb9b-4fbe-457d-8590-ac78053259ef,podocyte,CL:0000653,pending,acute kidney failure,normal,14,17,3731,"{""A"": {""max"": 246, ""median"": 62.0, ""min"": 14, ""n_cells"": 1236, ""n_donors"": 14}, ""B"": {""max"": 301, ""median"": 141.0, ""min"": 12, ""n_cells"": 2495, ""n_donors"": 17}}","{""A"": 3528.5, ""B"": 3552.0}",265182525,"[""sequencing_depth_bin:partial_confound_v=0.208"", ""pooled:unresolved — no pool/library id in obs (D3 lower bound)""]","{""assay"": null, ""sequencing_depth_bin"": 0.208, ""suspension_type"": null, ""tissue_general"": null}",unresolved,29,pending,pending,pending,pending,pending,0.5,pending,candidate,[],"{""163-6"": 4, ""165-10"": 2, ""165-9"": 5, ""32-2"": 2, ""34-10050"": 7, ""3490"": 5, ""KRP461"": 5}",0,[],"[""sequencing_depth_bin""]",False,"[""integer_check"", ""frozen_universe_size"", ""sigma_donor_estimate"", ""envelope_membership""]",2025-01-30,analysis_set,8,KPMP adult human kidney snRNA-seq v1.5,moderate,14,"[30,100)","[100,300)"
a12ccb9b-4fbe-457d-8590-ac78053259ef,renal interstitial pericyte,CL:1001318,pending,acute kidney failure,normal,15,22,3480,"{""A"": {""max"": 181, ""median"": 53.0, ""min"": 16, ""n_cells"": 1059, ""n_donors"": 15}, ""B"": {""max"": 410, ""median"": 82.0, ""min"": 15, ""n_cells"": 2421, ""n_donors"": 22}}","{""A"": 1712.0, ""B"": 2662.0}",9364199760,"[""sequencing_depth_bin:partial_confound_v=0.431"", ""pooled:unresolved — no pool/library id in obs (D3 lower bound)""]","{""assay"": null, ""sequencing_depth_bin"": 0.431, ""suspension_type"": null, ""tissue_general"": null}",unresolved,35,pending,pending,pending,pending,pending,0.5,pending,candidate,[],"{""163-5"": 1, ""164-8"": 6, ""32-2"": 1, ""KRP461"": 4}",0,[],"[""sequencing_depth_bin""]",False,"[""integer_check"", ""frozen_universe_size"", ""sigma_donor_estimate"", ""envelope_membership""]",2025-01-30,analysis_set,8,KPMP adult human kidney snRNA-seq v1.5,moderate,15,"[30,100)","[30,100)"
a12ccb9b-4fbe-457d-8590-ac78053259ef,B cell,CL:0000236,pending,chronic kidney disease,normal,9,3,499,"{""A"": {""max"": 51, ""median"": 22.0, ""min"": 12, ""n_cells"": 223, ""n_donors"": 9}, ""B"": {""max"": 222, ""median"": 43.0, ""min"": 11, ""n_cells"": 276, ""n_donors"": 3}}","{""A"": 1156.0, ""B"": 998.5}",220,"[""sequencing_depth_bin:partial_confound_v=0.471"", ""pooled:unresolved — no pool/library id in obs (D3 lower bound)""]","{""assay"": null, ""sequencing_depth_bin"": 0.471, ""suspension_type"": null, ""tissue_general"": null}",unresolved,10,pending,pending,pending,pending,pending,,pending,candidate,[],"{""164-10"": 1, ""164-5"": 2, ""165-7"": 3, ""18-142"": 4, ""18-162"": 2, ""27-10041"": 5, ""27-10043"": 5, ""27-10074"": 9, ""27-10089"": 5, ""28-10051"": 1, ""29-10011"": 4, ""29-10016"": 6, ""29-10277"": 5, ""29-10393"": 1, ""29-10400"": 8, ""31-10035"": 4, ""31-10061"": 8, ""31-10063"": 1, ""31-10081"": 8, ""31-10105"": 9, ""31-10177"": 2, ""31-10210"": 3, ""KRP446"": 2, ""KRP462"": 2}",0,[],"[""sequencing_depth_bin""]",False,"[""integer_check"", ""frozen_universe_size"", ""sigma_donor_estimate"", ""envelope_membership""]",2025-01-30,analysis_set,8,KPMP adult human kidney snRNA-seq v1.5,moderate,3,"[10,30)","[30,100)"
a12ccb9b-4fbe-457d-8590-ac78053259ef,T cell,CL:0000084,pending,chronic kidney disease,normal,26,12,2254,"{""A"": {""max"": 147, ""median"": 27.0, ""min"": 11, ""n_cells"": 1056, ""n_donors"": 26}, ""B"": {""max"": 492, ""median"": 38.0, ""min"": 10, ""n_cells"": 1198, ""n_donors"": 12}}","{""A"": 1215.5, ""B"": 1107.5}",2707475148,"[""sequencing_depth_bin:partial_confound_v=0.302"", ""pooled:unresolved — no pool/library id in obs (D3 lower bound)""]","{""assay"": null, ""sequencing_depth_bin"": 0.302, ""suspension_type"": null, ""tissue_general"": null}",unresolved,36,pending,pending,pending,pending,pending,0.35,pending,candidate,[],"{""164-10"": 3, ""164-3"": 1, ""164-5"": 2, ""164-6"": 5, ""164-7"": 3, ""164-8"": 1, ""165-10"": 5, ""165-7"": 7, ""165-9"": 5, ""27-10088"": 7, ""27-10104"": 1, ""28-10051"": 4, ""28-12178"": 2, ""29-10006"": 5, ""29-10013"": 7, ""29-10406"": 2, ""31-10105"": 4, ""31-10177"": 3, ""3499"": 2, ""KRP461"": 3}",0,[],"[""sequencing_depth_bin""]",False,"[""integer_check"", ""frozen_universe_size"", ""sigma_donor_estimate"", ""envelope_membership""]",2025-01-30,analysis_set,8,KPMP adult human kidney snRNA-seq v1.5,moderate,12,"[10,30)","[30,100)"
a12ccb9b-4fbe-457d-8590-ac78053259ef,endothelial cell,CL:0000115,pending,chronic kidney disease,normal,38,24,19896,"{""A"": {""max"": 925, ""median"": 273.5, ""min"": 14, ""n_cells"": 11034, ""n_donors"": 38}, ""B"": {""max"": 1201, ""median"": 264.0, ""min"": 39, ""n_cells"": 8862, ""n_donors"": 24}}","{""A"": 2181.0, ""B"": 3122.0}",96977332473382725,"[""sequencing_depth_bin:partial_confound_v=0.322"", ""pooled:unresolved — no pool/library id in obs (D3 lower bound)""]","{""assay"": null, ""sequencing_depth_bin"": 0.322, ""suspension_type"": null, ""tissue_general"": null}",unresolved,60,pending,pending,pending,pending,pending,0.7,pending,candidate,[],"{""163-5"": 3, ""28-12510"": 5}",0,[],"[""sequencing_depth_bin""]",False,"[""integer_check"", ""frozen_universe_size"", ""sigma_donor_estimate"", ""envelope_membership""]",2025-01-30,analysis_set,8,KPMP adult human kidney snRNA-seq v1.5,moderate,24,"[100,300)","[100,300)"
a12ccb9b-4fbe-457d-8590-ac78053259ef,epithelial cell of proximal tubule,CL:0002306,pending,chronic kidney disease,normal,38,24,68118,"{""A"": {""max"": 4094, ""median"": 690.5, ""min"": 13, ""n_cells"": 34219, ""n_donors"": 38}, ""B"": {""max"": 5245, ""median"": 998.0, ""min"": 10, ""n_cells"": 33899, ""n_donors"": 24}}","{""A"": 2074.0, ""B"": 2646.0}",96977332473382725,"[""sequencing_depth_bin:partial_confound_v=0.208"", ""pooled:unresolved — no pool/library id in obs (D3 lower bound)""]","{""assay"": null, ""sequencing_depth_bin"": 0.208, ""suspension_type"": null, ""tissue_general"": null}",unresolved,60,pending,pending,pending,pending,pending,0.7,pending,candidate,[],"{""29-10406"": 6}",0,[],"[""sequencing_depth_bin""]",False,"[""integer_check"", ""frozen_universe_size"", ""sigma_donor_estimate"", ""envelope_membership""]",2025-01-30,analysis_set,8,KPMP adult human kidney snRNA-seq v1.5,moderate,24,"[300,1000)","[300,1000)"
a12ccb9b-4fbe-457d-8590-ac78053259ef,kidney collecting duct intercalated cell,CL:1001432,pending,chronic kidney disease,normal,36,23,15314,"{""A"": {""max"": 780, ""median"": 197.0, ""min"": 21, ""n_cells"": 8015, ""n_donors"": 36}, ""B"": {""max"": 1791, ""median"": 236.0, ""min"": 28, ""n_cells"": 7299, ""n_donors"": 23}}","{""A"": 4063.0, ""B"": 4327.0}",14420954992868970,"[""sequencing_depth_bin:partial_confound_v=0.206"", ""pooled:unresolved — no pool/library id in obs (D3 lower bound)""]","{""assay"": null, ""sequencing_depth_bin"": 0.206, ""suspension_type"": null, ""tissue_general"": null}",unresolved,57,pending,pending,pending,pending,pending,0.7,pending,candidate,[],"{""163-5"": 4, ""163-6"": 4, ""28-12510"": 9, ""29-10401"": 8, ""31-10091"": 4}",0,[],"[""sequencing_depth_bin""]",False,"[""integer_check"", ""frozen_universe_size"", ""sigma_donor_estimate"", ""envelope_membership""]",2025-01-30,analysis_set,8,KPMP adult human kidney snRNA-seq v1.5,moderate,23,"[100,300)","[100,300)"
a12ccb9b-4fbe-457d-8590-ac78053259ef,kidney collecting duct principal cell,CL:1001431,pending,chronic kidney disease,normal,38,23,25045,"{""A"": {""max"": 1284, ""median"": 227.0, ""min"": 11, ""n_cells"": 12169, ""n_donors"": 38}, ""B"": {""max"": 2824, ""median"": 311.0, ""min"": 39, ""n_cells"": 12876, ""n_donors"": 23}}","{""A"": 4456.0, ""B"": 6249.5}",37539612570341700,"[""sequencing_depth_bin:partial_confound_v=0.292"", ""pooled:unresolved — no pool/library id in obs (D3 lower bound)""]","{""assay"": null, ""sequencing_depth_bin"": 0.292, ""suspension_type"": null, ""tissue_general"": null}",unresolved,59,pending,pending,pending,pending,pending,0.7,pending,candidate,[],"{""163-5"": 6, ""163-6"": 9, ""29-10006"": 7}",0,[],"[""sequencing_depth_bin""]",False,"[""integer_check"", ""frozen_universe_size"", ""sigma_donor_estimate"", ""envelope_membership""]",2025-01-30,analysis_set,8,KPMP adult human kidney snRNA-seq v1.5,moderate,23,"[100,300)","[300,1000)"
a12ccb9b-4fbe-457d-8590-ac78053259ef,kidney connecting tubule epithelial cell,CL:1000768,pending,chronic kidney disease,normal,32,18,8530,"{""A"": {""max"": 344, ""median"": 93.0, ""min"": 12, ""n_cells"": 3868, ""n_donors"": 32}, ""B"": {""max"": 1248, ""median"": 190.0, ""min"": 18, ""n_cells"": 4662, ""n_donors"": 18}}","{""A"": 4410.0, ""B"": 4138.5}",18053528883775,"[""sequencing_depth_bin:partial_confound_v=0.294"", ""pooled:unresolved — no pool/library id in obs (D3 lower bound)""]","{""assay"": null, ""sequencing_depth_bin"": 0.294, ""suspension_type"": null, ""tissue_general"": null}",unresolved,48,pending,pending,pending,pending,pending,0.5,pending,candidate,[],"{""163-6"": 2, ""165-9"": 3, ""28-12510"": 1, ""29-10393"": 2, ""29-10401"": 3, ""29-10406"": 2, ""31-10006"": 5, ""31-10091"": 4, ""3490"": 7, ""3499"": 9, ""3613"": 6}",0,[],"[""sequencing_depth_bin""]",False,"[""integer_check"", ""frozen_universe_size"", ""sigma_donor_estimate"", ""envelope_membership""]",2025-01-30,analysis_set,8,KPMP adult human kidney snRNA-seq v1.5,moderate,18,"[30,100)","[100,300)"
a12ccb9b-4fbe-457d-8590-ac78053259ef,kidney distal convoluted tubule epithelial cell,CL:1000849,pending,chronic kidney disease,normal,30,19,9296,"{""A"": {""max"": 382, ""median"": 102.0, ""min"": 14, ""n_cells"": 3666, ""n_donors"": 30}, ""B"": {""max"": 963, ""median"": 306.0, ""min"": 15, ""n_cells"": 5630, ""n_donors"": 19}}","{""A"": 4104.5, ""B"": 4288.0}",18851684897584,"[""sequencing_depth_bin:partial_confound_v=0.304"", ""pooled:unresolved — no pool/library id in obs (D3 lower bound)""]","{""assay"": null, ""sequencing_depth_bin"": 0.304, ""suspension_type"": null, ""tissue_general"": null}",unresolved,47,pending,pending,pending,pending,pending,0.5,pending,candidate,[],"{""163-6"": 8, ""165-10"": 1, ""28-12510"": 1, ""29-10393"": 1, ""29-10401"": 7, ""31-10000"": 1, ""31-10006"": 3, ""31-10091"": 1, ""31-10105"": 9, ""31-10210"": 3, ""3490"": 1, ""3499"": 2}",0,[],"[""sequencing_depth_bin""]",False,"[""integer_check"", ""frozen_universe_size"", ""sigma_donor_estimate"", ""envelope_membership""]",2025-01-30,analysis_set,8,KPMP adult human kidney snRNA-seq v1.5,moderate,19,"[100,300)","[300,1000)"
a12ccb9b-4fbe-457d-8590-ac78053259ef,kidney interstitial alternatively activated macrophage,CL:1000695,pending,chronic kidney disease,normal,28,14,2087,"{""A"": {""max"": 176, ""median"": 28.5, ""min"": 10, ""n_cells"": 1061, ""n_donors"": 28}, ""B"": {""max"": 270, ""median"": 56.5, ""min"": 13, ""n_cells"": 1026, ""n_donors"": 14}}","{""A"": 1316.0, ""B"": 1509.5}",52860229080,"[""sequencing_depth_bin:partial_confound_v=0.468"", ""pooled:unresolved — no pool/library id in obs (D3 lower bound)""]","{""assay"": null, ""sequencing_depth_bin"": 0.468, ""suspension_type"": null, ""tissue_general"": null}",unresolved,40,pending,pending,pending,pending,pending,0.5,pending,candidate,[],"{""163-6"": 1, ""164-1"": 2, ""164-10"": 5, ""164-3"": 7, ""164-5"": 3, ""164-6"": 7, ""164-7"": 1, ""164-8"": 3, ""165-7"": 3, ""165-9"": 8, ""27-10088"": 9, ""27-10104"": 4, ""28-12178"": 1, ""29-10006"": 2, ""29-10010"": 3, ""29-10013"": 7, ""31-10081"": 1, ""31-10091"": 1, ""31-10177"": 7, ""KRP461"": 4}",0,[],"[""sequencing_depth_bin""]",False,"[""integer_check"", ""frozen_universe_size"", ""sigma_donor_estimate"", ""envelope_membership""]",2025-01-30,analysis_set,8,KPMP adult human kidney snRNA-seq v1.5,moderate,14,"[10,30)","[30,100)"
a12ccb9b-4fbe-457d-8590-ac78053259ef,kidney interstitial fibroblast,CL:1000692,pending,chronic kidney disease,normal,37,24,16911,"{""A"": {""max"": 1090, ""median"": 213.0, ""min"": 11, ""n_cells"": 8647, ""n_donors"": 37}, ""B"": {""max"": 1948, ""median"": 118.5, ""min"": 13, ""n_cells"": 8264, ""n_donors"": 24}}","{""A"": 2228.0, ""B"": 3047.0}",59437719903041025,"[""sequencing_depth_bin:partial_confound_v=0.167"", ""pooled:unresolved — no pool/library id in obs (D3 lower bound)""]","{""assay"": null, ""sequencing_depth_bin"": 0.167, ""suspension_type"": null, ""tissue_general"": null}",unresolved,59,pending,pending,pending,pending,pending,0.7,pending,candidate,[],"{""28-12510"": 1, ""29-10401"": 1, ""KRP461"": 5}",0,[],"[""sequencing_depth_bin""]",False,"[""integer_check"", ""frozen_universe_size"", ""sigma_donor_estimate"", ""envelope_membership""]",2025-01-30,analysis_set,8,KPMP adult human kidney snRNA-seq v1.5,moderate,24,"[100,300)","[100,300)"
a12ccb9b-4fbe-457d-8590-ac78053259ef,kidney loop of Henle thick ascending limb epithelial cell,CL:1001106,pending,chronic kidney disease,normal,38,23,49775,"{""A"": {""max"": 3131, ""median"": 595.5, ""min"": 30, ""n_cells"": 28090, ""n_donors"": 38}, ""B"": {""max"": 3981, ""median"": 581.0, ""min"": 41, ""n_cells"": 21685, ""n_donors"": 23}}","{""A"": 3437.0, ""B"": 5092.0}",37539612570341700,"[""sequencing_depth_bin:partial_confound_v=0.36"", ""pooled:unresolved — no pool/library id in obs (D3 lower bound)""]","{""assay"": null, ""sequencing_depth_bin"": 0.36, ""suspension_type"": null, ""tissue_general"": null}",unresolved,59,pending,pending,pending,pending,pending,0.7,pending,candidate,[],"{""163-5"": 7, ""163-6"": 7, ""31-10091"": 4}",0,[],"[""sequencing_depth_bin""]",False,"[""integer_check"", ""frozen_universe_size"", ""sigma_donor_estimate"", ""envelope_membership""]",2025-01-30,analysis_set,8,KPMP adult human kidney snRNA-seq v1.5,moderate,23,"[300,1000)","[300,1000)"
a12ccb9b-4fbe-457d-8590-ac78053259ef,kidney loop of Henle thin ascending limb epithelial cell,CL:1001107,pending,chronic kidney disease,normal,5,9,3360,"{""A"": {""max"": 471, ""median"": 26.0, ""min"": 12, ""n_cells"": 637, ""n_donors"": 5}, ""B"": {""max"": 970, ""median"": 83.0, ""min"": 10, ""n_cells"": 2723, ""n_donors"": 9}}","{""A"": 5070.0, ""B"": 5098.0}",2002,"[""sequencing_depth_bin:partial_confound_v=0.72"", ""pooled:unresolved — no pool/library id in obs (D3 lower bound)""]","{""assay"": null, ""sequencing_depth_bin"": 0.72, ""suspension_type"": null, ""tissue_general"": null}",unresolved,12,pending,pending,pending,pending,pending,0.2,pending,candidate,[],"{""164-10"": 1, ""164-5"": 1, ""165-7"": 1, ""165-9"": 1, ""18-162"": 1, ""27-10094"": 2, ""29-10010"": 1, ""29-10012"": 3, ""31-10000"": 1, ""31-10001"": 3, ""31-10210"": 2, ""3490"": 8}",0,[],"[""sequencing_depth_bin""]",False,"[""integer_check"", ""frozen_universe_size"", ""sigma_donor_estimate"", ""envelope_membership""]",2025-01-30,analysis_set,8,KPMP adult human kidney snRNA-seq v1.5,moderate,5,"[10,30)","[30,100)"
a12ccb9b-4fbe-457d-8590-ac78053259ef,kidney loop of Henle thin descending limb epithelial cell,CL:1001111,pending,chronic kidney disease,normal,17,14,11954,"{""A"": {""max"": 1229, ""median"": 357.0, ""min"": 10, ""n_cells"": 5889, ""n_donors"": 17}, ""B"": {""max"": 1253, ""median"": 371.5, ""min"": 18, ""n_cells"": 6065, ""n_donors"": 14}}","{""A"": 2634.0, ""B"": 5016.0}",265182525,"[""sequencing_depth_bin:partial_confound_v=0.367"", ""pooled:unresolved — no pool/library id in obs (D3 lower bound)""]","{""assay"": null, ""sequencing_depth_bin"": 0.367, ""suspension_type"": null, ""tissue_general"": null}",unresolved,29,pending,pending,pending,pending,pending,0.5,pending,candidate,[],"{""164-1"": 3, ""164-10"": 1, ""164-6"": 1, ""164-7"": 5, ""18-142"": 3, ""18-312"": 3, ""27-10039"": 6, ""27-10041"": 1, ""27-10043"": 1, ""27-10089"": 2, ""28-10109"": 2, ""28-12178"": 1, ""28-12510"": 1, ""29-10010"": 2, ""29-10011"": 1, ""29-10012"": 7, ""29-10380"": 3, ""29-10400"": 3, ""29-10401"": 2, ""31-10105"": 2, ""31-10177"": 4}",0,[],"[""sequencing_depth_bin""]",False,"[""integer_check"", ""frozen_universe_size"", ""sigma_donor_estimate"", ""envelope_membership""]",2025-01-30,analysis_set,8,KPMP adult human kidney snRNA-seq v1.5,moderate,14,"[300,1000)","[300,1000)"
a12ccb9b-4fbe-457d-8590-ac78053259ef,mature NK T cell,CL:0000814,pending,chronic kidney disease,normal,7,6,244,"{""A"": {""max"": 25, ""median"": 11.0, ""min"": 10, ""n_cells"": 95, ""n_donors"": 7}, ""B"": {""max"": 50, ""median"": 22.5, ""min"": 11, ""n_cells"": 149, ""n_donors"": 6}}","{""A"": 1907.0, ""B"": 1207.0}",1716,"[""sequencing_depth_bin:near_confound_v=0.831"", ""pooled:unresolved — no pool/library id in obs (D3 lower bound)""]","{""assay"": null, ""sequencing_depth_bin"": 0.831, ""suspension_type"": null, ""tissue_general"": null}",unresolved,11,pending,pending,pending,pending,pending,0.2,pending,candidate,[],"{""163-6"": 2, ""164-10"": 1, ""164-3"": 2, ""164-6"": 2, ""165-10"": 1, ""165-9"": 2, ""18-162"": 7, ""27-10039"": 2, ""27-10041"": 8, ""27-10043"": 5, ""27-10088"": 2, ""27-10089"": 6, ""27-10094"": 5, ""27-10104"": 4, ""28-10051"": 7, ""28-12178"": 1, ""29-10008"": 4, ""29-10011"": 5, ""29-10012"": 8, ""29-10013"": 8, ""29-10276"": 6, ""29-10277"": 3, ""29-10280"": 2, ""29-10393"": 9, ""29-10401"": 1, ""29-10406"": 5, ""31-10001"": 9, ""31-10006"": 7, ""31-10013"": 9, ""31-10035"": 4, ""31-10061"": 3, ""31-10081"": 2, ""31-10177"": 3, ""31-10210"": 3, ""3490"": 4, ""3504"": 1, ""3593"": 8, ""3613"": 2, ""KRP461"": 3}",0,[],"[""sequencing_depth_bin""]",False,"[""integer_check"", ""frozen_universe_size"", ""sigma_donor_estimate"", ""envelope_membership""]",2025-01-30,analysis_set,8,KPMP adult human kidney snRNA-seq v1.5,moderate,6,"[10,30)","[10,30)"
a12ccb9b-4fbe-457d-8590-ac78053259ef,mononuclear phagocyte,CL:0000113,pending,chronic kidney disease,normal,23,10,1270,"{""A"": {""max"": 78, ""median"": 21.0, ""min"": 11, ""n_cells"": 623, ""n_donors"": 23}, ""B"": {""max"": 245, ""median"": 42.0, ""min"": 16, ""n_cells"": 647, ""n_donors"": 10}}","{""A"": 1623.0, ""B"": 1668.0}",92561040,"[""sequencing_depth_bin:partial_confound_v=0.247"", ""pooled:unresolved — no pool/library id in obs (D3 lower bound)""]","{""assay"": null, ""sequencing_depth_bin"": 0.247, ""suspension_type"": null, ""tissue_general"": null}",unresolved,31,pending,pending,pending,pending,pending,0.35,pending,candidate,[],"{""163-5"": 9, ""163-6"": 1, ""164-1"": 1, ""164-10"": 1, ""164-3"": 2, ""164-5"": 2, ""164-6"": 3, ""164-7"": 1, ""164-8"": 4, ""165-10"": 6, ""165-7"": 1, ""165-9"": 2, ""27-10088"": 2, ""27-10104"": 3, ""28-10051"": 3, ""28-12178"": 2, ""29-10013"": 9, ""29-10280"": 4, ""29-10380"": 8, ""29-10401"": 1, ""29-10406"": 2, ""31-10081"": 8, ""31-10177"": 4, ""31-10210"": 8, ""3499"": 6, ""3504"": 5, ""KRP461"": 2}",0,[],"[""sequencing_depth_bin""]",False,"[""integer_check"", ""frozen_universe_size"", ""sigma_donor_estimate"", ""envelope_membership""]",2025-01-30,analysis_set,8,KPMP adult human kidney snRNA-seq v1.5,moderate,10,"[10,30)","[30,100)"
a12ccb9b-4fbe-457d-8590-ac78053259ef,non-classical monocyte,CL:0000875,pending,chronic kidney disease,normal,11,5,258,"{""A"": {""max"": 20, ""median"": 11.0, ""min"": 10, ""n_cells"": 139, ""n_donors"": 11}, ""B"": {""max"": 35, ""median"": 29.0, ""min"": 11, ""n_cells"": 119, ""n_donors"": 5}}","{""A"": 1847.0, ""B"": 2200.0}",4368,"[""sequencing_depth_bin:partial_confound_v=0.174"", ""pooled:unresolved — no pool/library id in obs (D3 lower bound)""]","{""assay"": null, ""sequencing_depth_bin"": 0.174, ""suspension_type"": null, ""tissue_general"": null}",unresolved,14,pending,pending,pending,pending,pending,0.2,pending,candidate,[],"{""163-6"": 1, ""164-1"": 1, ""164-10"": 1, ""164-3"": 5, ""164-5"": 1, ""164-6"": 5, ""164-8"": 1, ""165-7"": 1, ""165-9"": 2, ""18-162"": 9, ""27-10039"": 8, ""27-10041"": 7, ""27-10088"": 6, ""27-10089"": 6, ""27-10094"": 5, ""27-10104"": 8, ""28-10051"": 5, ""28-12178"": 1, ""28-12510"": 6, ""29-10010"": 1, ""29-10011"": 9, ""29-10012"": 4, ""29-10013"": 7, ""29-10380"": 6, ""29-10393"": 6, ""29-10401"": 1, ""29-10406"": 4, ""31-10000"": 9, ""31-10006"": 8, ""31-10013"": 8, ""31-10035"": 5, ""31-10061"": 1, ""31-10081"": 4, ""31-10091"": 1, ""31-10105"": 2, ""31-10177"": 1, ""31-10210"": 7, ""3490"": 2, ""3499"": 1, ""3504"": 1, ""3593"": 7, ""3613"": 2, ""KRP446"": 1, ""KRP460"": 6, ""KRP461"": 2}",0,[],"[""sequencing_depth_bin""]",False,"[""integer_check"", ""frozen_universe_size"", ""sigma_donor_estimate"", ""envelope_membership""]",2025-01-30,analysis_set,8,KPMP adult human kidney snRNA-seq v1.5,moderate,5,"[10,30)","[10,30)"
a12ccb9b-4fbe-457d-8590-ac78053259ef,parietal epithelial cell,CL:1000452,pending,chronic kidney disease,normal,25,16,2306,"{""A"": {""max"": 192, ""median"": 32.0, ""min"": 10, ""n_cells"": 1217, ""n_donors"": 25}, ""B"": {""max"": 142, ""median"": 57.0, ""min"": 16, ""n_cells"": 1089, ""n_donors"": 16}}","{""A"": 2640.0, ""B"": 2449.0}",103077446706,"[""sequencing_depth_bin:partial_confound_v=0.182"", ""pooled:unresolved — no pool/library id in obs (D3 lower bound)""]","{""assay"": null, ""sequencing_depth_bin"": 0.182, ""suspension_type"": null, ""tissue_general"": null}",unresolved,39,pending,pending,pending,pending,pending,0.5,pending,candidate,[],"{""163-6"": 1, ""165-10"": 3, ""27-10094"": 3, ""28-12178"": 5, ""29-10006"": 4, ""29-10393"": 1, ""29-10401"": 3, ""29-10406"": 2, ""31-10000"": 7, ""31-10001"": 8, ""31-10091"": 8, ""31-10105"": 9, ""31-10210"": 7, ""3490"": 2, ""3499"": 1, ""3504"": 8, ""3593"": 8, ""3613"": 1}",0,[],"[""sequencing_depth_bin""]",False,"[""integer_check"", ""frozen_universe_size"", ""sigma_donor_estimate"", ""envelope_membership""]",2025-01-30,analysis_set,8,KPMP adult human kidney snRNA-seq v1.5,moderate,16,"[30,100)","[30,100)"
a12ccb9b-4fbe-457d-8590-ac78053259ef,podocyte,CL:0000653,pending,chronic kidney disease,normal,32,17,5102,"{""A"": {""max"": 192, ""median"": 80.5, ""min"": 12, ""n_cells"": 2607, ""n_donors"": 32}, ""B"": {""max"": 301, ""median"": 141.0, ""min"": 12, ""n_cells"": 2495, ""n_donors"": 17}}","{""A"": 2824.0, ""B"": 3552.0}",6499270398159,"[""sequencing_depth_bin:partial_confound_v=0.265"", ""pooled:unresolved — no pool/library id in obs (D3 lower bound)""]","{""assay"": null, ""sequencing_depth_bin"": 0.265, ""suspension_type"": null, ""tissue_general"": null}",unresolved,47,pending,pending,pending,pending,pending,0.5,pending,candidate,[],"{""163-6"": 4, ""165-10"": 2, ""165-9"": 5, ""28-12178"": 5, ""28-12510"": 1, ""29-10401"": 4, ""31-10006"": 1, ""31-10013"": 9, ""3490"": 5, ""KRP461"": 5}",0,[],"[""sequencing_depth_bin""]",False,"[""integer_check"", ""frozen_universe_size"", ""sigma_donor_estimate"", ""envelope_membership""]",2025-01-30,analysis_set,8,KPMP adult human kidney snRNA-seq v1.5,moderate,17,"[30,100)","[100,300)"
a12ccb9b-4fbe-457d-8590-ac78053259ef,renal interstitial pericyte,CL:1001318,pending,chronic kidney disease,normal,36,22,5397,"{""A"": {""max"": 308, ""median"": 66.5, ""min"": 13, ""n_cells"": 2976, ""n_donors"": 36}, ""B"": {""max"": 410, ""median"": 82.0, ""min"": 15, ""n_cells"": 2421, ""n_donors"": 22}}","{""A"": 1760.0, ""B"": 2662.0}",5621728217559090,"[""sequencing_depth_bin:partial_confound_v=0.426"", ""pooled:unresolved — no pool/library id in obs (D3 lower bound)""]","{""assay"": null, ""sequencing_depth_bin"": 0.426, ""suspension_type"": null, ""tissue_general"": null}",unresolved,56,pending,pending,pending,pending,pending,0.5,pending,candidate,[],"{""163-5"": 1, ""164-8"": 6, ""28-12510"": 1, ""29-10006"": 5, ""29-10401"": 2, ""KRP461"": 4}",0,[],"[""sequencing_depth_bin""]",False,"[""integer_check"", ""frozen_universe_size"", ""sigma_donor_estimate"", ""envelope_membership""]",2025-01-30,analysis_set,8,KPMP adult human kidney snRNA-seq v1.5,moderate,22,"[30,100)","[30,100)"
19e46756-9100-4e01-8b0e-23b557558a4c,B cell,CL:0000236,pending,clonal hematopoiesis,normal,17,7,3540,"{""A"": {""max"": 545, ""median"": 89.0, ""min"": 16, ""n_cells"": 2356, ""n_donors"": 17}, ""B"": {""max"": 519, ""median"": 143.0, ""min"": 42, ""n_cells"": 1184, ""n_donors"": 7}}","{""A"": 1735.5, ""B"": 2060.5}",346104,"[""sequencing_depth_bin:partial_confound_v=0.259"", ""pooled:unresolved — no pool/library id in obs (D3 lower bound)""]","{""assay"": null, ""sequencing_depth_bin"": 0.259, ""suspension_type"": null, ""tissue_general"": null}",unresolved,22,pending,pending,pending,pending,pending,0.2,pending,candidate,[],{},0,[],"[""sequencing_depth_bin""]",False,"[""integer_check"", ""frozen_universe_size"", ""sigma_donor_estimate"", ""envelope_membership""]",2025-01-30,analysis_set,9,"Heimlich 2024, clonal haematopoiesis PBMC",subtle,7,"[30,100)","[100,300)"
