tier,dataset_id,dataset_short,cell_type,disease,reference,role,n_donors_A,n_donors_B,n_donors_total,n_cells,n_cells_test_real,f_real,permutation_count,resolution,mean_assignment_total,std_low,z_low,percentile_low,median_drift_A_low,median_drift_B_low,std_high,z_high,percentile_high,median_drift_A_high,median_drift_B_high,tau,t_star,q_low,n_survivors_low,survivors_denominator_low,q_mc_se_low,status_low,void_low,q_high,n_survivors_high,survivors_denominator_high,q_mc_se_high,status_high,void_high
frozen,d18736c3-6292-4379-919a-d6d973204c87,"Binvignat 2024, rheumatoid arthritis blood",myeloid dendritic cell,rheumatoid arthritis,normal,analysis_set,18,18,36,6047,3029,0.50091,9075135300,sampled,3023.5,365.179516,0.015061,0.4917,63.5,21.5,751.486009,0.007319,0.50225,57.5,107.5,0.025,151,0.39665,7933,20000,0.003459,full,False,0.22155,4431,20000,0.002937,full,False
frozen,d18736c3-6292-4379-919a-d6d973204c87,"Binvignat 2024, rheumatoid arthritis blood",myeloid dendritic cell,rheumatoid arthritis,normal,analysis_set,18,18,36,6047,3029,0.50091,9075135300,sampled,3023.5,365.179516,0.015061,0.4917,63.5,21.5,751.486009,0.007319,0.50225,57.5,107.5,0.05,302,0.51845,10369,20000,0.003533,full,False,0.3076,6152,20000,0.003263,full,False
frozen,d18736c3-6292-4379-919a-d6d973204c87,"Binvignat 2024, rheumatoid arthritis blood",myeloid dendritic cell,rheumatoid arthritis,normal,analysis_set,18,18,36,6047,3029,0.50091,9075135300,sampled,3023.5,365.179516,0.015061,0.4917,63.5,21.5,751.486009,0.007319,0.50225,57.5,107.5,0.075,453,0.6237,12474,20000,0.003426,full,False,0.3875,7750,20000,0.003445,full,False
frozen,d18736c3-6292-4379-919a-d6d973204c87,"Binvignat 2024, rheumatoid arthritis blood",myeloid dendritic cell,rheumatoid arthritis,normal,analysis_set,18,18,36,6047,3029,0.50091,9075135300,sampled,3023.5,365.179516,0.015061,0.4917,63.5,21.5,751.486009,0.007319,0.50225,57.5,107.5,0.1,604,0.8749,17498,20000,0.002339,full,False,0.5671,11342,20000,0.003504,full,False
frozen,d18736c3-6292-4379-919a-d6d973204c87,"Binvignat 2024, rheumatoid arthritis blood",naive B cell,rheumatoid arthritis,normal,analysis_set,18,18,36,6760,2623,0.388018,9075135300,sampled,3380.0,314.793901,-2.404748,0.0004,35.0,5.5,716.026576,-1.057223,0.14965,93.0,175.5,0.01,67,0.00225,45,20000,0.000335,full,False,0.0432,864,20000,0.001438,full,False
frozen,d18736c3-6292-4379-919a-d6d973204c87,"Binvignat 2024, rheumatoid arthritis blood",naive B cell,rheumatoid arthritis,normal,analysis_set,18,18,36,6760,2623,0.388018,9075135300,sampled,3380.0,314.793901,-2.404748,0.0004,35.0,5.5,716.026576,-1.057223,0.14965,93.0,175.5,0.025,169,0.01745,349,20000,0.000926,full,False,0.10925,2185,20000,0.002206,full,False
frozen,d18736c3-6292-4379-919a-d6d973204c87,"Binvignat 2024, rheumatoid arthritis blood",naive B cell,rheumatoid arthritis,normal,analysis_set,18,18,36,6760,2623,0.388018,9075135300,sampled,3380.0,314.793901,-2.404748,0.0004,35.0,5.5,716.026576,-1.057223,0.14965,93.0,175.5,0.05,338,0.09285,1857,20000,0.002052,full,False,0.21905,4381,20000,0.002925,full,False
frozen,d18736c3-6292-4379-919a-d6d973204c87,"Binvignat 2024, rheumatoid arthritis blood",naive B cell,rheumatoid arthritis,normal,analysis_set,18,18,36,6760,2623,0.388018,9075135300,sampled,3380.0,314.793901,-2.404748,0.0004,35.0,5.5,716.026576,-1.057223,0.14965,93.0,175.5,0.075,507,0.25735,5147,20000,0.003091,full,False,0.32755,6551,20000,0.003319,full,False
frozen,d18736c3-6292-4379-919a-d6d973204c87,"Binvignat 2024, rheumatoid arthritis blood",naive B cell,rheumatoid arthritis,normal,analysis_set,18,18,36,6760,2623,0.388018,9075135300,sampled,3380.0,314.793901,-2.404748,0.0004,35.0,5.5,716.026576,-1.057223,0.14965,93.0,175.5,0.1,676,0.41675,8335,20000,0.003486,full,False,0.43725,8745,20000,0.003508,full,False
frozen,d18736c3-6292-4379-919a-d6d973204c87,"Binvignat 2024, rheumatoid arthritis blood","naive thymus-derived CD4-positive, alpha-beta T cell",rheumatoid arthritis,normal,analysis_set,18,18,36,17043,7649,0.448806,9075135300,sampled,8521.5,824.296804,-1.058478,0.1886,79.5,23.5,1872.416077,-0.465975,0.3168,266.5,427.5,0.01,170,0.1107,2214,20000,0.002219,full,False,0.0658,1316,20000,0.001753,full,False
frozen,d18736c3-6292-4379-919a-d6d973204c87,"Binvignat 2024, rheumatoid arthritis blood","naive thymus-derived CD4-positive, alpha-beta T cell",rheumatoid arthritis,normal,analysis_set,18,18,36,17043,7649,0.448806,9075135300,sampled,8521.5,824.296804,-1.058478,0.1886,79.5,23.5,1872.416077,-0.465975,0.3168,266.5,427.5,0.025,426,0.25565,5113,20000,0.003085,full,False,0.15305,3061,20000,0.002546,full,False
frozen,d18736c3-6292-4379-919a-d6d973204c87,"Binvignat 2024, rheumatoid arthritis blood","naive thymus-derived CD4-positive, alpha-beta T cell",rheumatoid arthritis,normal,analysis_set,18,18,36,17043,7649,0.448806,9075135300,sampled,8521.5,824.296804,-1.058478,0.1886,79.5,23.5,1872.416077,-0.465975,0.3168,266.5,427.5,0.05,852,0.50125,10025,20000,0.003536,full,False,0.3088,6176,20000,0.003267,full,False
frozen,d18736c3-6292-4379-919a-d6d973204c87,"Binvignat 2024, rheumatoid arthritis blood","naive thymus-derived CD4-positive, alpha-beta T cell",rheumatoid arthritis,normal,analysis_set,18,18,36,17043,7649,0.448806,9075135300,sampled,8521.5,824.296804,-1.058478,0.1886,79.5,23.5,1872.416077,-0.465975,0.3168,266.5,427.5,0.075,1278,0.66415,13283,20000,0.00334,full,False,0.46155,9231,20000,0.003525,full,False
frozen,d18736c3-6292-4379-919a-d6d973204c87,"Binvignat 2024, rheumatoid arthritis blood","naive thymus-derived CD4-positive, alpha-beta T cell",rheumatoid arthritis,normal,analysis_set,18,18,36,17043,7649,0.448806,9075135300,sampled,8521.5,824.296804,-1.058478,0.1886,79.5,23.5,1872.416077,-0.465975,0.3168,266.5,427.5,0.1,1704,0.80505,16101,20000,0.002801,full,False,0.58985,11797,20000,0.003478,full,False
frozen,d18736c3-6292-4379-919a-d6d973204c87,"Binvignat 2024, rheumatoid arthritis blood","naive thymus-derived CD8-positive, alpha-beta T cell",rheumatoid arthritis,normal,analysis_set,17,17,34,2871,1020,0.355277,2333606220,sampled,1435.5,187.329175,-2.218021,0.0012,21.0,17.0,382.565275,-1.086089,0.14425,24.0,68.0,0.01,28,0.00095,19,20000,0.000218,coarse,False,0.0327,654,20000,0.001258,full,False
frozen,d18736c3-6292-4379-919a-d6d973204c87,"Binvignat 2024, rheumatoid arthritis blood","naive thymus-derived CD8-positive, alpha-beta T cell",rheumatoid arthritis,normal,analysis_set,17,17,34,2871,1020,0.355277,2333606220,sampled,1435.5,187.329175,-2.218021,0.0012,21.0,17.0,382.565275,-1.086089,0.14425,24.0,68.0,0.025,71,0.0094,188,20000,0.000682,full,False,0.0807,1614,20000,0.001926,full,False
frozen,d18736c3-6292-4379-919a-d6d973204c87,"Binvignat 2024, rheumatoid arthritis blood","naive thymus-derived CD8-positive, alpha-beta T cell",rheumatoid arthritis,normal,analysis_set,17,17,34,2871,1020,0.355277,2333606220,sampled,1435.5,187.329175,-2.218021,0.0012,21.0,17.0,382.565275,-1.086089,0.14425,24.0,68.0,0.05,143,0.05425,1085,20000,0.001602,full,False,0.16905,3381,20000,0.00265,full,False
frozen,d18736c3-6292-4379-919a-d6d973204c87,"Binvignat 2024, rheumatoid arthritis blood","naive thymus-derived CD8-positive, alpha-beta T cell",rheumatoid arthritis,normal,analysis_set,17,17,34,2871,1020,0.355277,2333606220,sampled,1435.5,187.329175,-2.218021,0.0012,21.0,17.0,382.565275,-1.086089,0.14425,24.0,68.0,0.075,215,0.18645,3729,20000,0.002754,full,False,0.2432,4864,20000,0.003034,full,False
frozen,d18736c3-6292-4379-919a-d6d973204c87,"Binvignat 2024, rheumatoid arthritis blood","naive thymus-derived CD8-positive, alpha-beta T cell",rheumatoid arthritis,normal,analysis_set,17,17,34,2871,1020,0.355277,2333606220,sampled,1435.5,187.329175,-2.218021,0.0012,21.0,17.0,382.565275,-1.086089,0.14425,24.0,68.0,0.1,287,0.33785,6757,20000,0.003344,full,False,0.3206,6412,20000,0.0033,full,False
frozen,d18736c3-6292-4379-919a-d6d973204c87,"Binvignat 2024, rheumatoid arthritis blood",natural killer cell,rheumatoid arthritis,normal,analysis_set,18,18,36,9698,3906,0.402763,9075135300,sampled,4849.0,395.481009,-2.384438,0.0005,36.0,21.5,909.570055,-1.036754,0.1515,69.0,271.5,0.01,96,0.00215,43,20000,0.000328,full,False,0.04725,945,20000,0.0015,full,False
frozen,d18736c3-6292-4379-919a-d6d973204c87,"Binvignat 2024, rheumatoid arthritis blood",natural killer cell,rheumatoid arthritis,normal,analysis_set,18,18,36,9698,3906,0.402763,9075135300,sampled,4849.0,395.481009,-2.384438,0.0005,36.0,21.5,909.570055,-1.036754,0.1515,69.0,271.5,0.025,242,0.026,520,20000,0.001125,full,False,0.1219,2438,20000,0.002313,full,False
frozen,d18736c3-6292-4379-919a-d6d973204c87,"Binvignat 2024, rheumatoid arthritis blood",natural killer cell,rheumatoid arthritis,normal,analysis_set,18,18,36,9698,3906,0.402763,9075135300,sampled,4849.0,395.481009,-2.384438,0.0005,36.0,21.5,909.570055,-1.036754,0.1515,69.0,271.5,0.05,484,0.16265,3253,20000,0.00261,full,False,0.2564,5128,20000,0.003088,full,False
frozen,d18736c3-6292-4379-919a-d6d973204c87,"Binvignat 2024, rheumatoid arthritis blood",natural killer cell,rheumatoid arthritis,normal,analysis_set,18,18,36,9698,3906,0.402763,9075135300,sampled,4849.0,395.481009,-2.384438,0.0005,36.0,21.5,909.570055,-1.036754,0.1515,69.0,271.5,0.075,727,0.33025,6605,20000,0.003326,full,False,0.37535,7507,20000,0.003424,full,False
frozen,d18736c3-6292-4379-919a-d6d973204c87,"Binvignat 2024, rheumatoid arthritis blood",natural killer cell,rheumatoid arthritis,normal,analysis_set,18,18,36,9698,3906,0.402763,9075135300,sampled,4849.0,395.481009,-2.384438,0.0005,36.0,21.5,909.570055,-1.036754,0.1515,69.0,271.5,0.1,969,0.51345,10269,20000,0.003534,full,False,0.49005,9801,20000,0.003535,full,False
frozen,d18736c3-6292-4379-919a-d6d973204c87,"Binvignat 2024, rheumatoid arthritis blood",non-classical monocyte,rheumatoid arthritis,normal,analysis_set,12,15,27,2125,685,0.322353,17383860,sampled,944.444444,120.692053,-2.14964,0.0003,4.0,15.0,245.249026,-1.057882,0.1485,0.0,63.0,0.01,21,0.0022,44,20000,0.000331,full,False,0.0453,906,20000,0.001471,full,False
frozen,d18736c3-6292-4379-919a-d6d973204c87,"Binvignat 2024, rheumatoid arthritis blood",non-classical monocyte,rheumatoid arthritis,normal,analysis_set,12,15,27,2125,685,0.322353,17383860,sampled,944.444444,120.692053,-2.14964,0.0003,4.0,15.0,245.249026,-1.057882,0.1485,0.0,63.0,0.025,53,0.0156,312,20000,0.000876,full,False,0.109,2180,20000,0.002204,full,False
frozen,d18736c3-6292-4379-919a-d6d973204c87,"Binvignat 2024, rheumatoid arthritis blood",non-classical monocyte,rheumatoid arthritis,normal,analysis_set,12,15,27,2125,685,0.322353,17383860,sampled,944.444444,120.692053,-2.14964,0.0003,4.0,15.0,245.249026,-1.057882,0.1485,0.0,63.0,0.05,106,0.0974,1948,20000,0.002097,full,False,0.21205,4241,20000,0.00289,full,False
frozen,d18736c3-6292-4379-919a-d6d973204c87,"Binvignat 2024, rheumatoid arthritis blood",non-classical monocyte,rheumatoid arthritis,normal,analysis_set,12,15,27,2125,685,0.322353,17383860,sampled,944.444444,120.692053,-2.14964,0.0003,4.0,15.0,245.249026,-1.057882,0.1485,0.0,63.0,0.075,159,0.2661,5322,20000,0.003125,full,False,0.30845,6169,20000,0.003266,full,False
frozen,d18736c3-6292-4379-919a-d6d973204c87,"Binvignat 2024, rheumatoid arthritis blood",non-classical monocyte,rheumatoid arthritis,normal,analysis_set,12,15,27,2125,685,0.322353,17383860,sampled,944.444444,120.692053,-2.14964,0.0003,4.0,15.0,245.249026,-1.057882,0.1485,0.0,63.0,0.1,212,0.4478,8956,20000,0.003516,full,False,0.4055,8110,20000,0.003472,full,False
frozen,d18736c3-6292-4379-919a-d6d973204c87,"Binvignat 2024, rheumatoid arthritis blood",plasmablast,rheumatoid arthritis,normal,analysis_set,15,18,33,1453,486,0.33448,1037158320,sampled,660.454545,56.045012,-3.112758,0.0,2.0,3.0,119.415804,-1.4609,0.07245,24.0,32.0,0.01,14,0.0001,2,20000,7.1e-05,void,True,0.0352,704,20000,0.001303,full,False
frozen,d18736c3-6292-4379-919a-d6d973204c87,"Binvignat 2024, rheumatoid arthritis blood",plasmablast,rheumatoid arthritis,normal,analysis_set,15,18,33,1453,486,0.33448,1037158320,sampled,660.454545,56.045012,-3.112758,0.0,2.0,3.0,119.415804,-1.4609,0.07245,24.0,32.0,0.025,36,0.00145,29,20000,0.000269,full,False,0.09165,1833,20000,0.00204,full,False
frozen,d18736c3-6292-4379-919a-d6d973204c87,"Binvignat 2024, rheumatoid arthritis blood",plasmablast,rheumatoid arthritis,normal,analysis_set,15,18,33,1453,486,0.33448,1037158320,sampled,660.454545,56.045012,-3.112758,0.0,2.0,3.0,119.415804,-1.4609,0.07245,24.0,32.0,0.05,72,0.02845,569,20000,0.001176,full,False,0.1804,3608,20000,0.002719,full,False
frozen,d18736c3-6292-4379-919a-d6d973204c87,"Binvignat 2024, rheumatoid arthritis blood",plasmablast,rheumatoid arthritis,normal,analysis_set,15,18,33,1453,486,0.33448,1037158320,sampled,660.454545,56.045012,-3.112758,0.0,2.0,3.0,119.415804,-1.4609,0.07245,24.0,32.0,0.075,108,0.13,2600,20000,0.002378,full,False,0.28675,5735,20000,0.003198,full,False
frozen,d18736c3-6292-4379-919a-d6d973204c87,"Binvignat 2024, rheumatoid arthritis blood",plasmablast,rheumatoid arthritis,normal,analysis_set,15,18,33,1453,486,0.33448,1037158320,sampled,660.454545,56.045012,-3.112758,0.0,2.0,3.0,119.415804,-1.4609,0.07245,24.0,32.0,0.1,145,0.34655,6931,20000,0.003365,full,False,0.4036,8072,20000,0.003469,full,False
frozen,a12ccb9b-4fbe-457d-8590-ac78053259ef,KPMP adult human kidney snRNA-seq v1.5,T cell,acute kidney failure,normal,analysis_set,13,12,25,2150,952,0.442791,5200300,sampled,1118.0,242.495773,-0.684548,0.24775,6.0,32.0,364.012143,-0.456029,0.32045,37.0,28.0,0.01,21,0.0599,1198,20000,0.001678,full,False,0.0484,968,20000,0.001518,full,False
frozen,a12ccb9b-4fbe-457d-8590-ac78053259ef,KPMP adult human kidney snRNA-seq v1.5,T cell,acute kidney failure,normal,analysis_set,13,12,25,2150,952,0.442791,5200300,sampled,1118.0,242.495773,-0.684548,0.24775,6.0,32.0,364.012143,-0.456029,0.32045,37.0,28.0,0.025,53,0.14065,2813,20000,0.002458,full,False,0.12915,2583,20000,0.002371,full,False
frozen,a12ccb9b-4fbe-457d-8590-ac78053259ef,KPMP adult human kidney snRNA-seq v1.5,T cell,acute kidney failure,normal,analysis_set,13,12,25,2150,952,0.442791,5200300,sampled,1118.0,242.495773,-0.684548,0.24775,6.0,32.0,364.012143,-0.456029,0.32045,37.0,28.0,0.05,107,0.2462,4924,20000,0.003046,full,False,0.2189,4378,20000,0.002924,full,False
frozen,a12ccb9b-4fbe-457d-8590-ac78053259ef,KPMP adult human kidney snRNA-seq v1.5,T cell,acute kidney failure,normal,analysis_set,13,12,25,2150,952,0.442791,5200300,sampled,1118.0,242.495773,-0.684548,0.24775,6.0,32.0,364.012143,-0.456029,0.32045,37.0,28.0,0.075,161,0.32475,6495,20000,0.003311,full,False,0.267,5340,20000,0.003128,full,False
frozen,a12ccb9b-4fbe-457d-8590-ac78053259ef,KPMP adult human kidney snRNA-seq v1.5,T cell,acute kidney failure,normal,analysis_set,13,12,25,2150,952,0.442791,5200300,sampled,1118.0,242.495773,-0.684548,0.24775,6.0,32.0,364.012143,-0.456029,0.32045,37.0,28.0,0.1,215,0.4901,9802,20000,0.003535,full,False,0.37215,7443,20000,0.003418,full,False
frozen,a12ccb9b-4fbe-457d-8590-ac78053259ef,KPMP adult human kidney snRNA-seq v1.5,endothelial cell,acute kidney failure,normal,analysis_set,16,24,40,12836,3974,0.309598,62852101650,sampled,5134.4,518.736358,-2.236974,0.0001,2.0,82.0,1294.580761,-0.896352,0.18255,97.0,225.0,0.01,128,0.00505,101,20000,0.000501,full,False,0.05395,1079,20000,0.001597,full,False
frozen,a12ccb9b-4fbe-457d-8590-ac78053259ef,KPMP adult human kidney snRNA-seq v1.5,endothelial cell,acute kidney failure,normal,analysis_set,16,24,40,12836,3974,0.309598,62852101650,sampled,5134.4,518.736358,-2.236974,0.0001,2.0,82.0,1294.580761,-0.896352,0.18255,97.0,225.0,0.025,320,0.01985,397,20000,0.000986,full,False,0.135,2700,20000,0.002416,full,False
frozen,a12ccb9b-4fbe-457d-8590-ac78053259ef,KPMP adult human kidney snRNA-seq v1.5,endothelial cell,acute kidney failure,normal,analysis_set,16,24,40,12836,3974,0.309598,62852101650,sampled,5134.4,518.736358,-2.236974,0.0001,2.0,82.0,1294.580761,-0.896352,0.18255,97.0,225.0,0.05,641,0.1872,3744,20000,0.002758,full,False,0.2613,5226,20000,0.003107,full,False
frozen,a12ccb9b-4fbe-457d-8590-ac78053259ef,KPMP adult human kidney snRNA-seq v1.5,endothelial cell,acute kidney failure,normal,analysis_set,16,24,40,12836,3974,0.309598,62852101650,sampled,5134.4,518.736358,-2.236974,0.0001,2.0,82.0,1294.580761,-0.896352,0.18255,97.0,225.0,0.075,962,0.44835,8967,20000,0.003517,full,False,0.39175,7835,20000,0.003452,full,False
frozen,a12ccb9b-4fbe-457d-8590-ac78053259ef,KPMP adult human kidney snRNA-seq v1.5,endothelial cell,acute kidney failure,normal,analysis_set,16,24,40,12836,3974,0.309598,62852101650,sampled,5134.4,518.736358,-2.236974,0.0001,2.0,82.0,1294.580761,-0.896352,0.18255,97.0,225.0,0.1,1283,0.6075,12150,20000,0.003453,full,False,0.5137,10274,20000,0.003534,full,False
frozen,a12ccb9b-4fbe-457d-8590-ac78053259ef,KPMP adult human kidney snRNA-seq v1.5,epithelial cell of proximal tubule,acute kidney failure,normal,analysis_set,16,24,40,53374,19475,0.364878,62852101650,sampled,21349.6,2229.122882,-0.840959,0.2642,82.5,304.0,5800.079259,-0.323202,0.3864,396.0,988.0,0.01,533,0.18415,3683,20000,0.002741,full,False,0.0707,1414,20000,0.001812,full,False
frozen,a12ccb9b-4fbe-457d-8590-ac78053259ef,KPMP adult human kidney snRNA-seq v1.5,epithelial cell of proximal tubule,acute kidney failure,normal,analysis_set,16,24,40,53374,19475,0.364878,62852101650,sampled,21349.6,2229.122882,-0.840959,0.2642,82.5,304.0,5800.079259,-0.323202,0.3864,396.0,988.0,0.025,1334,0.4486,8972,20000,0.003517,full,False,0.1751,3502,20000,0.002687,full,False
frozen,a12ccb9b-4fbe-457d-8590-ac78053259ef,KPMP adult human kidney snRNA-seq v1.5,epithelial cell of proximal tubule,acute kidney failure,normal,analysis_set,16,24,40,53374,19475,0.364878,62852101650,sampled,21349.6,2229.122882,-0.840959,0.2642,82.5,304.0,5800.079259,-0.323202,0.3864,396.0,988.0,0.05,2668,0.6313,12626,20000,0.003411,full,False,0.33605,6721,20000,0.00334,full,False
frozen,a12ccb9b-4fbe-457d-8590-ac78053259ef,KPMP adult human kidney snRNA-seq v1.5,epithelial cell of proximal tubule,acute kidney failure,normal,analysis_set,16,24,40,53374,19475,0.364878,62852101650,sampled,21349.6,2229.122882,-0.840959,0.2642,82.5,304.0,5800.079259,-0.323202,0.3864,396.0,988.0,0.075,4003,0.77225,15445,20000,0.002965,full,False,0.49165,9833,20000,0.003535,full,False
frozen,a12ccb9b-4fbe-457d-8590-ac78053259ef,KPMP adult human kidney snRNA-seq v1.5,epithelial cell of proximal tubule,acute kidney failure,normal,analysis_set,16,24,40,53374,19475,0.364878,62852101650,sampled,21349.6,2229.122882,-0.840959,0.2642,82.5,304.0,5800.079259,-0.323202,0.3864,396.0,988.0,0.1,5337,0.93875,18775,20000,0.001696,full,False,0.61965,12393,20000,0.003433,full,False
frozen,a12ccb9b-4fbe-457d-8590-ac78053259ef,KPMP adult human kidney snRNA-seq v1.5,kidney collecting duct intercalated cell,acute kidney failure,normal,analysis_set,16,23,39,9673,2374,0.245425,37711260990,sampled,3968.410256,829.181489,-1.922872,5e-05,21.5,25.0,1553.645886,-1.026238,0.15065,87.5,208.0,0.01,96,0.00025,5,20000,0.000112,coarse,False,0.02895,579,20000,0.001186,full,False
frozen,a12ccb9b-4fbe-457d-8590-ac78053259ef,KPMP adult human kidney snRNA-seq v1.5,kidney collecting duct intercalated cell,acute kidney failure,normal,analysis_set,16,23,39,9673,2374,0.245425,37711260990,sampled,3968.410256,829.181489,-1.922872,5e-05,21.5,25.0,1553.645886,-1.026238,0.15065,87.5,208.0,0.025,241,0.0017,34,20000,0.000291,full,False,0.0759,1518,20000,0.001873,full,False
frozen,a12ccb9b-4fbe-457d-8590-ac78053259ef,KPMP adult human kidney snRNA-seq v1.5,kidney collecting duct intercalated cell,acute kidney failure,normal,analysis_set,16,23,39,9673,2374,0.245425,37711260990,sampled,3968.410256,829.181489,-1.922872,5e-05,21.5,25.0,1553.645886,-1.026238,0.15065,87.5,208.0,0.05,483,0.0249,498,20000,0.001102,full,False,0.15195,3039,20000,0.002538,full,False
frozen,a12ccb9b-4fbe-457d-8590-ac78053259ef,KPMP adult human kidney snRNA-seq v1.5,kidney collecting duct intercalated cell,acute kidney failure,normal,analysis_set,16,23,39,9673,2374,0.245425,37711260990,sampled,3968.410256,829.181489,-1.922872,5e-05,21.5,25.0,1553.645886,-1.026238,0.15065,87.5,208.0,0.075,725,0.12905,2581,20000,0.002371,full,False,0.23925,4785,20000,0.003017,full,False
frozen,a12ccb9b-4fbe-457d-8590-ac78053259ef,KPMP adult human kidney snRNA-seq v1.5,kidney collecting duct intercalated cell,acute kidney failure,normal,analysis_set,16,23,39,9673,2374,0.245425,37711260990,sampled,3968.410256,829.181489,-1.922872,5e-05,21.5,25.0,1553.645886,-1.026238,0.15065,87.5,208.0,0.1,967,0.3244,6488,20000,0.00331,full,False,0.3189,6378,20000,0.003295,full,False
frozen,a12ccb9b-4fbe-457d-8590-ac78053259ef,KPMP adult human kidney snRNA-seq v1.5,kidney collecting duct principal cell,acute kidney failure,normal,analysis_set,16,23,39,15361,2485,0.161773,37711260990,sampled,6301.948718,1330.167874,-2.869524,0.0,26.5,166.0,2589.033461,-1.474276,0.09965,0.0,272.0,0.01,153,0.0,0,20000,0.0,void,True,0.01065,213,20000,0.000726,full,False
frozen,a12ccb9b-4fbe-457d-8590-ac78053259ef,KPMP adult human kidney snRNA-seq v1.5,kidney collecting duct principal cell,acute kidney failure,normal,analysis_set,16,23,39,15361,2485,0.161773,37711260990,sampled,6301.948718,1330.167874,-2.869524,0.0,26.5,166.0,2589.033461,-1.474276,0.09965,0.0,272.0,0.025,384,0.0,0,20000,0.0,void,True,0.02825,565,20000,0.001172,full,False
frozen,a12ccb9b-4fbe-457d-8590-ac78053259ef,KPMP adult human kidney snRNA-seq v1.5,kidney collecting duct principal cell,acute kidney failure,normal,analysis_set,16,23,39,15361,2485,0.161773,37711260990,sampled,6301.948718,1330.167874,-2.869524,0.0,26.5,166.0,2589.033461,-1.474276,0.09965,0.0,272.0,0.05,768,0.0,0,20000,0.0,void,True,0.06525,1305,20000,0.001746,full,False
frozen,a12ccb9b-4fbe-457d-8590-ac78053259ef,KPMP adult human kidney snRNA-seq v1.5,kidney collecting duct principal cell,acute kidney failure,normal,analysis_set,16,23,39,15361,2485,0.161773,37711260990,sampled,6301.948718,1330.167874,-2.869524,0.0,26.5,166.0,2589.033461,-1.474276,0.09965,0.0,272.0,0.075,1152,0.00035,7,20000,0.000132,coarse,False,0.09895,1979,20000,0.002111,full,False
frozen,a12ccb9b-4fbe-457d-8590-ac78053259ef,KPMP adult human kidney snRNA-seq v1.5,kidney collecting duct principal cell,acute kidney failure,normal,analysis_set,16,23,39,15361,2485,0.161773,37711260990,sampled,6301.948718,1330.167874,-2.869524,0.0,26.5,166.0,2589.033461,-1.474276,0.09965,0.0,272.0,0.1,1536,0.00485,97,20000,0.000491,full,False,0.1415,2830,20000,0.002465,full,False
frozen,a12ccb9b-4fbe-457d-8590-ac78053259ef,KPMP adult human kidney snRNA-seq v1.5,kidney connecting tubule epithelial cell,acute kidney failure,normal,analysis_set,16,18,34,7124,2462,0.345592,2203961430,sampled,3352.470588,586.135967,-1.519222,0.0198,57.5,22.0,1075.397737,-0.828038,0.2085,60.5,172.0,0.01,71,0.0438,876,20000,0.001447,full,False,0.0374,748,20000,0.001342,full,False
frozen,a12ccb9b-4fbe-457d-8590-ac78053259ef,KPMP adult human kidney snRNA-seq v1.5,kidney connecting tubule epithelial cell,acute kidney failure,normal,analysis_set,16,18,34,7124,2462,0.345592,2203961430,sampled,3352.470588,586.135967,-1.519222,0.0198,57.5,22.0,1075.397737,-0.828038,0.2085,60.5,172.0,0.025,178,0.1137,2274,20000,0.002245,full,False,0.1013,2026,20000,0.002134,full,False
frozen,a12ccb9b-4fbe-457d-8590-ac78053259ef,KPMP adult human kidney snRNA-seq v1.5,kidney connecting tubule epithelial cell,acute kidney failure,normal,analysis_set,16,18,34,7124,2462,0.345592,2203961430,sampled,3352.470588,586.135967,-1.519222,0.0198,57.5,22.0,1075.397737,-0.828038,0.2085,60.5,172.0,0.05,356,0.2442,4884,20000,0.003038,full,False,0.20085,4017,20000,0.002833,full,False
frozen,a12ccb9b-4fbe-457d-8590-ac78053259ef,KPMP adult human kidney snRNA-seq v1.5,kidney connecting tubule epithelial cell,acute kidney failure,normal,analysis_set,16,18,34,7124,2462,0.345592,2203961430,sampled,3352.470588,586.135967,-1.519222,0.0198,57.5,22.0,1075.397737,-0.828038,0.2085,60.5,172.0,0.075,534,0.3655,7310,20000,0.003405,full,False,0.28115,5623,20000,0.003179,full,False
frozen,a12ccb9b-4fbe-457d-8590-ac78053259ef,KPMP adult human kidney snRNA-seq v1.5,kidney connecting tubule epithelial cell,acute kidney failure,normal,analysis_set,16,18,34,7124,2462,0.345592,2203961430,sampled,3352.470588,586.135967,-1.519222,0.0198,57.5,22.0,1075.397737,-0.828038,0.2085,60.5,172.0,0.1,712,0.4751,9502,20000,0.003531,full,False,0.377,7540,20000,0.003427,full,False
frozen,a12ccb9b-4fbe-457d-8590-ac78053259ef,KPMP adult human kidney snRNA-seq v1.5,kidney distal convoluted tubule epithelial cell,acute kidney failure,normal,analysis_set,15,19,34,8240,2610,0.316748,1855967520,sampled,3635.294118,478.88724,-2.140993,0.0052,49.0,32.0,1042.774948,-0.983236,0.16145,88.0,291.0,0.01,82,0.00485,97,20000,0.000491,full,False,0.0259,518,20000,0.001123,full,False
frozen,a12ccb9b-4fbe-457d-8590-ac78053259ef,KPMP adult human kidney snRNA-seq v1.5,kidney distal convoluted tubule epithelial cell,acute kidney failure,normal,analysis_set,15,19,34,8240,2610,0.316748,1855967520,sampled,3635.294118,478.88724,-2.140993,0.0052,49.0,32.0,1042.774948,-0.983236,0.16145,88.0,291.0,0.025,206,0.02215,443,20000,0.001041,full,False,0.10145,2029,20000,0.002135,full,False
