tier,dataset_id,dataset_short,cell_type,disease,reference,role,n_donors_A,n_donors_B,n_donors_total,n_cells,n_cells_test_real,f_real,permutation_count,resolution,mean_assignment_total,std_low,z_low,percentile_low,median_drift_A_low,median_drift_B_low,std_high,z_high,percentile_high,median_drift_A_high,median_drift_B_high,tau,t_star,q_low,n_survivors_low,survivors_denominator_low,q_mc_se_low,status_low,void_low,q_high,n_survivors_high,survivors_denominator_high,q_mc_se_high,status_high,void_high
frozen,6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,"Gabitto 2024, SEA-AD DLPFC",L2/3-6 intratelencephalic projecting glutamatergic neuron,dementia,normal,analysis_set,39,44,83,547665,230173,0.420281,727646193812764637422200,sampled,257336.566265,6819.858459,-3.98301,0.0,189.0,408.5,24024.043131,-1.130683,0.1298,4880.0,2918.5,0.01,5476,0.0,0,20000,0.0,void,True,0.1008,2016,20000,0.002129,full,False
frozen,6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,"Gabitto 2024, SEA-AD DLPFC",L2/3-6 intratelencephalic projecting glutamatergic neuron,dementia,normal,analysis_set,39,44,83,547665,230173,0.420281,727646193812764637422200,sampled,257336.566265,6819.858459,-3.98301,0.0,189.0,408.5,24024.043131,-1.130683,0.1298,4880.0,2918.5,0.025,13691,0.011,220,20000,0.000738,full,False,0.2463,4926,20000,0.003047,full,False
frozen,6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,"Gabitto 2024, SEA-AD DLPFC",L2/3-6 intratelencephalic projecting glutamatergic neuron,dementia,normal,analysis_set,39,44,83,547665,230173,0.420281,727646193812764637422200,sampled,257336.566265,6819.858459,-3.98301,0.0,189.0,408.5,24024.043131,-1.130683,0.1298,4880.0,2918.5,0.05,27383,0.5038,10076,20000,0.003535,full,False,0.49285,9857,20000,0.003535,full,False
frozen,6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,"Gabitto 2024, SEA-AD DLPFC",L2/3-6 intratelencephalic projecting glutamatergic neuron,dementia,normal,analysis_set,39,44,83,547665,230173,0.420281,727646193812764637422200,sampled,257336.566265,6819.858459,-3.98301,0.0,189.0,408.5,24024.043131,-1.130683,0.1298,4880.0,2918.5,0.075,41074,0.98545,19709,20000,0.000847,full,False,0.72115,14423,20000,0.003171,full,False
frozen,6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,"Gabitto 2024, SEA-AD DLPFC",L2/3-6 intratelencephalic projecting glutamatergic neuron,dementia,normal,analysis_set,39,44,83,547665,230173,0.420281,727646193812764637422200,sampled,257336.566265,6819.858459,-3.98301,0.0,189.0,408.5,24024.043131,-1.130683,0.1298,4880.0,2918.5,0.1,54766,1.0,20000,20000,0.0,full,False,0.87415,17483,20000,0.002345,full,False
frozen,6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,"Gabitto 2024, SEA-AD DLPFC",L5 extratelencephalic projecting glutamatergic cortical neuron,dementia,normal,analysis_set,33,43,76,3815,1521,0.398689,3594123189167641103400,sampled,1656.513158,74.123399,-1.82821,0.00135,1.0,6.0,250.12691,-0.541778,0.3041,0.0,31.0,0.01,38,0.0666,1332,20000,0.001763,full,False,0.1025,2050,20000,0.002145,full,False
frozen,6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,"Gabitto 2024, SEA-AD DLPFC",L5 extratelencephalic projecting glutamatergic cortical neuron,dementia,normal,analysis_set,33,43,76,3815,1521,0.398689,3594123189167641103400,sampled,1656.513158,74.123399,-1.82821,0.00135,1.0,6.0,250.12691,-0.541778,0.3041,0.0,31.0,0.025,95,0.40005,8001,20000,0.003464,full,False,0.2573,5146,20000,0.003091,full,False
frozen,6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,"Gabitto 2024, SEA-AD DLPFC",L5 extratelencephalic projecting glutamatergic cortical neuron,dementia,normal,analysis_set,33,43,76,3815,1521,0.398689,3594123189167641103400,sampled,1656.513158,74.123399,-1.82821,0.00135,1.0,6.0,250.12691,-0.541778,0.3041,0.0,31.0,0.05,190,0.68065,13613,20000,0.003297,full,False,0.4913,9826,20000,0.003535,full,False
frozen,6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,"Gabitto 2024, SEA-AD DLPFC",L5 extratelencephalic projecting glutamatergic cortical neuron,dementia,normal,analysis_set,33,43,76,3815,1521,0.398689,3594123189167641103400,sampled,1656.513158,74.123399,-1.82821,0.00135,1.0,6.0,250.12691,-0.541778,0.3041,0.0,31.0,0.075,286,0.9995,19990,20000,0.000158,full,False,0.68075,13615,20000,0.003296,full,False
frozen,6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,"Gabitto 2024, SEA-AD DLPFC",L5 extratelencephalic projecting glutamatergic cortical neuron,dementia,normal,analysis_set,33,43,76,3815,1521,0.398689,3594123189167641103400,sampled,1656.513158,74.123399,-1.82821,0.00135,1.0,6.0,250.12691,-0.541778,0.3041,0.0,31.0,0.1,381,1.0,20000,20000,0.0,full,False,0.8179,16358,20000,0.002729,full,False
frozen,6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,"Gabitto 2024, SEA-AD DLPFC",L6b glutamatergic cortical neuron,dementia,normal,analysis_set,38,44,82,17989,7575,0.421091,341906042875877359752600,sampled,8336.365854,459.519492,-1.656874,0.0052,16.5,37.0,1443.353919,-0.527498,0.3033,163.5,143.0,0.01,179,0.07545,1509,20000,0.001868,full,False,0.0873,1746,20000,0.001996,full,False
frozen,6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,"Gabitto 2024, SEA-AD DLPFC",L6b glutamatergic cortical neuron,dementia,normal,analysis_set,38,44,82,17989,7575,0.421091,341906042875877359752600,sampled,8336.365854,459.519492,-1.656874,0.0052,16.5,37.0,1443.353919,-0.527498,0.3033,163.5,143.0,0.025,449,0.34815,6963,20000,0.003369,full,False,0.21505,4301,20000,0.002905,full,False
frozen,6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,"Gabitto 2024, SEA-AD DLPFC",L6b glutamatergic cortical neuron,dementia,normal,analysis_set,38,44,82,17989,7575,0.421091,341906042875877359752600,sampled,8336.365854,459.519492,-1.656874,0.0052,16.5,37.0,1443.353919,-0.527498,0.3033,163.5,143.0,0.05,899,0.5585,11170,20000,0.003511,full,False,0.4161,8322,20000,0.003485,full,False
frozen,6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,"Gabitto 2024, SEA-AD DLPFC",L6b glutamatergic cortical neuron,dementia,normal,analysis_set,38,44,82,17989,7575,0.421091,341906042875877359752600,sampled,8336.365854,459.519492,-1.656874,0.0052,16.5,37.0,1443.353919,-0.527498,0.3033,163.5,143.0,0.075,1349,0.89195,17839,20000,0.002195,full,False,0.58425,11685,20000,0.003485,full,False
frozen,6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,"Gabitto 2024, SEA-AD DLPFC",L6b glutamatergic cortical neuron,dementia,normal,analysis_set,38,44,82,17989,7575,0.421091,341906042875877359752600,sampled,8336.365854,459.519492,-1.656874,0.0052,16.5,37.0,1443.353919,-0.527498,0.3033,163.5,143.0,0.1,1798,1.0,20000,20000,0.0,full,False,0.72235,14447,20000,0.003167,full,False
frozen,6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,"Gabitto 2024, SEA-AD DLPFC",VIP GABAergic cortical interneuron,dementia,normal,analysis_set,39,44,83,95014,41422,0.435957,727646193812764637422200,sampled,44645.13253,1048.65272,-3.073594,0.0,3.0,45.5,3611.493637,-0.892465,0.19185,572.0,408.5,0.01,950,0.0018,36,20000,0.0003,full,False,0.13795,2759,20000,0.002438,full,False
frozen,6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,"Gabitto 2024, SEA-AD DLPFC",VIP GABAergic cortical interneuron,dementia,normal,analysis_set,39,44,83,95014,41422,0.435957,727646193812764637422200,sampled,44645.13253,1048.65272,-3.073594,0.0,3.0,45.5,3611.493637,-0.892465,0.19185,572.0,408.5,0.025,2375,0.2406,4812,20000,0.003023,full,False,0.34595,6919,20000,0.003364,full,False
frozen,6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,"Gabitto 2024, SEA-AD DLPFC",VIP GABAergic cortical interneuron,dementia,normal,analysis_set,39,44,83,95014,41422,0.435957,727646193812764637422200,sampled,44645.13253,1048.65272,-3.073594,0.0,3.0,45.5,3611.493637,-0.892465,0.19185,572.0,408.5,0.05,4750,0.9196,18392,20000,0.001923,full,False,0.65125,13025,20000,0.00337,full,False
frozen,6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,"Gabitto 2024, SEA-AD DLPFC",VIP GABAergic cortical interneuron,dementia,normal,analysis_set,39,44,83,95014,41422,0.435957,727646193812764637422200,sampled,44645.13253,1048.65272,-3.073594,0.0,3.0,45.5,3611.493637,-0.892465,0.19185,572.0,408.5,0.075,7126,1.0,20000,20000,0.0,full,False,0.85915,17183,20000,0.00246,full,False
frozen,6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,"Gabitto 2024, SEA-AD DLPFC",VIP GABAergic cortical interneuron,dementia,normal,analysis_set,39,44,83,95014,41422,0.435957,727646193812764637422200,sampled,44645.13253,1048.65272,-3.073594,0.0,3.0,45.5,3611.493637,-0.892465,0.19185,572.0,408.5,0.1,9501,1.0,20000,20000,0.0,full,False,0.96055,19211,20000,0.001376,full,False
frozen,6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,"Gabitto 2024, SEA-AD DLPFC",astrocyte of the cerebral cortex,dementia,normal,analysis_set,39,44,83,82936,41963,0.505968,727646193812764637422200,sampled,38969.927711,1279.284361,2.339646,0.9977,47.0,98.5,4917.282689,0.608684,0.7283,711.0,683.5,0.01,829,0.0583,1166,20000,0.001657,full,False,0.1135,2270,20000,0.002243,full,False
frozen,6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,"Gabitto 2024, SEA-AD DLPFC",astrocyte of the cerebral cortex,dementia,normal,analysis_set,39,44,83,82936,41963,0.505968,727646193812764637422200,sampled,38969.927711,1279.284361,2.339646,0.9977,47.0,98.5,4917.282689,0.608684,0.7283,711.0,683.5,0.025,2073,0.25065,5013,20000,0.003065,full,False,0.2719,5438,20000,0.003146,full,False
frozen,6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,"Gabitto 2024, SEA-AD DLPFC",astrocyte of the cerebral cortex,dementia,normal,analysis_set,39,44,83,82936,41963,0.505968,727646193812764637422200,sampled,38969.927711,1279.284361,2.339646,0.9977,47.0,98.5,4917.282689,0.608684,0.7283,711.0,683.5,0.05,4146,0.80215,16043,20000,0.002817,full,False,0.52145,10429,20000,0.003532,full,False
frozen,6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,"Gabitto 2024, SEA-AD DLPFC",astrocyte of the cerebral cortex,dementia,normal,analysis_set,39,44,83,82936,41963,0.505968,727646193812764637422200,sampled,38969.927711,1279.284361,2.339646,0.9977,47.0,98.5,4917.282689,0.608684,0.7283,711.0,683.5,0.075,6220,0.99995,19999,20000,5e-05,full,False,0.7131,14262,20000,0.003198,full,False
frozen,6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,"Gabitto 2024, SEA-AD DLPFC",astrocyte of the cerebral cortex,dementia,normal,analysis_set,39,44,83,82936,41963,0.505968,727646193812764637422200,sampled,38969.927711,1279.284361,2.339646,0.9977,47.0,98.5,4917.282689,0.608684,0.7283,711.0,683.5,0.1,8293,1.0,20000,20000,0.0,full,False,0.8529,17058,20000,0.002505,full,False
frozen,6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,"Gabitto 2024, SEA-AD DLPFC",caudal ganglionic eminence derived interneuron,dementia,normal,analysis_set,38,44,82,8976,4170,0.464572,341906042875877359752600,sampled,4159.609756,118.112443,0.087969,0.5126,1.5,4.5,476.143809,0.021822,0.51165,75.5,75.5,0.01,89,0.50075,10015,20000,0.003536,full,False,0.15285,3057,20000,0.002544,full,False
frozen,6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,"Gabitto 2024, SEA-AD DLPFC",caudal ganglionic eminence derived interneuron,dementia,normal,analysis_set,38,44,82,8976,4170,0.464572,341906042875877359752600,sampled,4159.609756,118.112443,0.087969,0.5126,1.5,4.5,476.143809,0.021822,0.51165,75.5,75.5,0.025,224,0.9396,18792,20000,0.001685,full,False,0.36095,7219,20000,0.003396,full,False
frozen,6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,"Gabitto 2024, SEA-AD DLPFC",caudal ganglionic eminence derived interneuron,dementia,normal,analysis_set,38,44,82,8976,4170,0.464572,341906042875877359752600,sampled,4159.609756,118.112443,0.087969,0.5126,1.5,4.5,476.143809,0.021822,0.51165,75.5,75.5,0.05,448,1.0,20000,20000,0.0,full,False,0.6534,13068,20000,0.003365,full,False
frozen,6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,"Gabitto 2024, SEA-AD DLPFC",caudal ganglionic eminence derived interneuron,dementia,normal,analysis_set,38,44,82,8976,4170,0.464572,341906042875877359752600,sampled,4159.609756,118.112443,0.087969,0.5126,1.5,4.5,476.143809,0.021822,0.51165,75.5,75.5,0.075,673,1.0,20000,20000,0.0,full,False,0.8396,16792,20000,0.002595,full,False
frozen,6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,"Gabitto 2024, SEA-AD DLPFC",caudal ganglionic eminence derived interneuron,dementia,normal,analysis_set,38,44,82,8976,4170,0.464572,341906042875877359752600,sampled,4159.609756,118.112443,0.087969,0.5126,1.5,4.5,476.143809,0.021822,0.51165,75.5,75.5,0.1,897,1.0,20000,20000,0.0,full,False,0.9394,18788,20000,0.001687,full,False
frozen,6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,"Gabitto 2024, SEA-AD DLPFC",cerebral cortex endothelial cell,dementia,normal,analysis_set,35,40,75,2437,1185,0.486254,2942618815403661578310,sampled,1137.266667,44.721854,1.067338,0.82945,4.0,2.0,150.049028,0.318118,0.62785,19.0,18.0,0.01,24,0.2258,4516,20000,0.002956,full,False,0.11825,2365,20000,0.002283,full,False
frozen,6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,"Gabitto 2024, SEA-AD DLPFC",cerebral cortex endothelial cell,dementia,normal,analysis_set,35,40,75,2437,1185,0.486254,2942618815403661578310,sampled,1137.266667,44.721854,1.067338,0.82945,4.0,2.0,150.049028,0.318118,0.62785,19.0,18.0,0.025,60,0.6243,12486,20000,0.003425,full,False,0.30005,6001,20000,0.003241,full,False
frozen,6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,"Gabitto 2024, SEA-AD DLPFC",cerebral cortex endothelial cell,dementia,normal,analysis_set,35,40,75,2437,1185,0.486254,2942618815403661578310,sampled,1137.266667,44.721854,1.067338,0.82945,4.0,2.0,150.049028,0.318118,0.62785,19.0,18.0,0.05,121,0.95235,19047,20000,0.001506,full,False,0.55465,11093,20000,0.003514,full,False
frozen,6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,"Gabitto 2024, SEA-AD DLPFC",cerebral cortex endothelial cell,dementia,normal,analysis_set,35,40,75,2437,1185,0.486254,2942618815403661578310,sampled,1137.266667,44.721854,1.067338,0.82945,4.0,2.0,150.049028,0.318118,0.62785,19.0,18.0,0.075,182,1.0,20000,20000,0.0,full,False,0.75005,15001,20000,0.003062,full,False
frozen,6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,"Gabitto 2024, SEA-AD DLPFC",cerebral cortex endothelial cell,dementia,normal,analysis_set,35,40,75,2437,1185,0.486254,2942618815403661578310,sampled,1137.266667,44.721854,1.067338,0.82945,4.0,2.0,150.049028,0.318118,0.62785,19.0,18.0,0.1,243,1.0,20000,20000,0.0,full,False,0.8792,17584,20000,0.002304,full,False
frozen,6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,"Gabitto 2024, SEA-AD DLPFC",chandelier pvalb GABAergic cortical interneuron,dementia,normal,analysis_set,39,44,83,14871,5969,0.401385,727646193812764637422200,sampled,6987.578313,200.791146,-5.072825,0.0,2.0,5.0,709.771622,-1.435079,0.07625,142.0,124.0,0.01,148,0.0,0,20000,0.0,void,True,0.0624,1248,20000,0.00171,full,False
frozen,6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,"Gabitto 2024, SEA-AD DLPFC",chandelier pvalb GABAergic cortical interneuron,dementia,normal,analysis_set,39,44,83,14871,5969,0.401385,727646193812764637422200,sampled,6987.578313,200.791146,-5.072825,0.0,2.0,5.0,709.771622,-1.435079,0.07625,142.0,124.0,0.025,371,0.00015,3,20000,8.7e-05,void,True,0.1565,3130,20000,0.002569,full,False
frozen,6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,"Gabitto 2024, SEA-AD DLPFC",chandelier pvalb GABAergic cortical interneuron,dementia,normal,analysis_set,39,44,83,14871,5969,0.401385,727646193812764637422200,sampled,6987.578313,200.791146,-5.072825,0.0,2.0,5.0,709.771622,-1.435079,0.07625,142.0,124.0,0.05,743,0.09195,1839,20000,0.002043,full,False,0.34395,6879,20000,0.003359,full,False
frozen,6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,"Gabitto 2024, SEA-AD DLPFC",chandelier pvalb GABAergic cortical interneuron,dementia,normal,analysis_set,39,44,83,14871,5969,0.401385,727646193812764637422200,sampled,6987.578313,200.791146,-5.072825,0.0,2.0,5.0,709.771622,-1.435079,0.07625,142.0,124.0,0.075,1115,0.67955,13591,20000,0.0033,full,False,0.5557,11114,20000,0.003514,full,False
frozen,6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,"Gabitto 2024, SEA-AD DLPFC",chandelier pvalb GABAergic cortical interneuron,dementia,normal,analysis_set,39,44,83,14871,5969,0.401385,727646193812764637422200,sampled,6987.578313,200.791146,-5.072825,0.0,2.0,5.0,709.771622,-1.435079,0.07625,142.0,124.0,0.1,1487,0.99345,19869,20000,0.00057,full,False,0.74775,14955,20000,0.003071,full,False
frozen,6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,"Gabitto 2024, SEA-AD DLPFC",corticothalamic-projecting glutamatergic cortical neuron,dementia,normal,analysis_set,39,44,83,27454,12002,0.437168,727646193812764637422200,sampled,12900.072289,381.220641,-2.355781,0.0006,3.0,15.5,1494.635459,-0.600864,0.2763,290.0,210.5,0.01,274,0.05485,1097,20000,0.00161,full,False,0.12235,2447,20000,0.002317,full,False
frozen,6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,"Gabitto 2024, SEA-AD DLPFC",corticothalamic-projecting glutamatergic cortical neuron,dementia,normal,analysis_set,39,44,83,27454,12002,0.437168,727646193812764637422200,sampled,12900.072289,381.220641,-2.355781,0.0006,3.0,15.5,1494.635459,-0.600864,0.2763,290.0,210.5,0.025,686,0.3088,6176,20000,0.003267,full,False,0.30215,6043,20000,0.003247,full,False
frozen,6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,"Gabitto 2024, SEA-AD DLPFC",corticothalamic-projecting glutamatergic cortical neuron,dementia,normal,analysis_set,39,44,83,27454,12002,0.437168,727646193812764637422200,sampled,12900.072289,381.220641,-2.355781,0.0006,3.0,15.5,1494.635459,-0.600864,0.2763,290.0,210.5,0.05,1372,0.88255,17651,20000,0.002277,full,False,0.56045,11209,20000,0.00351,full,False
frozen,6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,"Gabitto 2024, SEA-AD DLPFC",corticothalamic-projecting glutamatergic cortical neuron,dementia,normal,analysis_set,39,44,83,27454,12002,0.437168,727646193812764637422200,sampled,12900.072289,381.220641,-2.355781,0.0006,3.0,15.5,1494.635459,-0.600864,0.2763,290.0,210.5,0.075,2059,1.0,20000,20000,0.0,full,False,0.75605,15121,20000,0.003037,full,False
frozen,6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,"Gabitto 2024, SEA-AD DLPFC",corticothalamic-projecting glutamatergic cortical neuron,dementia,normal,analysis_set,39,44,83,27454,12002,0.437168,727646193812764637422200,sampled,12900.072289,381.220641,-2.355781,0.0006,3.0,15.5,1494.635459,-0.600864,0.2763,290.0,210.5,0.1,2745,1.0,20000,20000,0.0,full,False,0.884,17680,20000,0.002264,full,False
frozen,6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,"Gabitto 2024, SEA-AD DLPFC",lamp5 GABAergic cortical interneuron,dementia,normal,analysis_set,39,44,83,74431,34419,0.462428,727646193812764637422200,sampled,34973.60241,688.157928,-0.805923,0.19105,25.0,37.5,2799.825823,-0.198085,0.4223,603.0,347.5,0.01,744,0.5779,11558,20000,0.003492,full,False,0.21035,4207,20000,0.002882,full,False
frozen,6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,"Gabitto 2024, SEA-AD DLPFC",lamp5 GABAergic cortical interneuron,dementia,normal,analysis_set,39,44,83,74431,34419,0.462428,727646193812764637422200,sampled,34973.60241,688.157928,-0.805923,0.19105,25.0,37.5,2799.825823,-0.198085,0.4223,603.0,347.5,0.025,1860,0.95335,19067,20000,0.001491,full,False,0.4916,9832,20000,0.003535,full,False
frozen,6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,"Gabitto 2024, SEA-AD DLPFC",lamp5 GABAergic cortical interneuron,dementia,normal,analysis_set,39,44,83,74431,34419,0.462428,727646193812764637422200,sampled,34973.60241,688.157928,-0.805923,0.19105,25.0,37.5,2799.825823,-0.198085,0.4223,603.0,347.5,0.05,3721,1.0,20000,20000,0.0,full,False,0.80715,16143,20000,0.00279,full,False
frozen,6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,"Gabitto 2024, SEA-AD DLPFC",lamp5 GABAergic cortical interneuron,dementia,normal,analysis_set,39,44,83,74431,34419,0.462428,727646193812764637422200,sampled,34973.60241,688.157928,-0.805923,0.19105,25.0,37.5,2799.825823,-0.198085,0.4223,603.0,347.5,0.075,5582,1.0,20000,20000,0.0,full,False,0.94935,18987,20000,0.001551,full,False
frozen,6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,"Gabitto 2024, SEA-AD DLPFC",lamp5 GABAergic cortical interneuron,dementia,normal,analysis_set,39,44,83,74431,34419,0.462428,727646193812764637422200,sampled,34973.60241,688.157928,-0.805923,0.19105,25.0,37.5,2799.825823,-0.198085,0.4223,603.0,347.5,0.1,7443,1.0,20000,20000,0.0,full,False,0.99165,19833,20000,0.000643,full,False
frozen,6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,"Gabitto 2024, SEA-AD DLPFC",microglial cell,dementia,normal,analysis_set,39,44,83,40625,20350,0.500923,727646193812764637422200,sampled,19088.855422,563.66509,2.237401,0.99565,0.0,37.0,2165.93848,0.582262,0.72035,359.0,287.0,0.01,406,0.07775,1555,20000,0.001893,full,False,0.12595,2519,20000,0.002346,full,False
frozen,6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,"Gabitto 2024, SEA-AD DLPFC",microglial cell,dementia,normal,analysis_set,39,44,83,40625,20350,0.500923,727646193812764637422200,sampled,19088.855422,563.66509,2.237401,0.99565,0.0,37.0,2165.93848,0.582262,0.72035,359.0,287.0,0.025,1015,0.33635,6727,20000,0.003341,full,False,0.30935,6187,20000,0.003268,full,False
frozen,6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,"Gabitto 2024, SEA-AD DLPFC",microglial cell,dementia,normal,analysis_set,39,44,83,40625,20350,0.500923,727646193812764637422200,sampled,19088.855422,563.66509,2.237401,0.99565,0.0,37.0,2165.93848,0.582262,0.72035,359.0,287.0,0.05,2031,0.9092,18184,20000,0.002032,full,False,0.57665,11533,20000,0.003494,full,False
frozen,6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,"Gabitto 2024, SEA-AD DLPFC",microglial cell,dementia,normal,analysis_set,39,44,83,40625,20350,0.500923,727646193812764637422200,sampled,19088.855422,563.66509,2.237401,0.99565,0.0,37.0,2165.93848,0.582262,0.72035,359.0,287.0,0.075,3046,1.0,20000,20000,0.0,full,False,0.774,15480,20000,0.002957,full,False
frozen,6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,"Gabitto 2024, SEA-AD DLPFC",microglial cell,dementia,normal,analysis_set,39,44,83,40625,20350,0.500923,727646193812764637422200,sampled,19088.855422,563.66509,2.237401,0.99565,0.0,37.0,2165.93848,0.582262,0.72035,359.0,287.0,0.1,4062,1.0,20000,20000,0.0,full,False,0.89795,17959,20000,0.002141,full,False
frozen,6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,"Gabitto 2024, SEA-AD DLPFC",near-projecting glutamatergic cortical neuron,dementia,normal,analysis_set,39,44,83,18154,8059,0.443924,727646193812764637422200,sampled,8530.192771,223.962038,-2.103896,0.00915,12.0,1.0,925.240699,-0.509265,0.3099,189.0,155.0,0.01,181,0.0973,1946,20000,0.002096,full,False,0.1336,2672,20000,0.002406,full,False
frozen,6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,"Gabitto 2024, SEA-AD DLPFC",near-projecting glutamatergic cortical neuron,dementia,normal,analysis_set,39,44,83,18154,8059,0.443924,727646193812764637422200,sampled,8530.192771,223.962038,-2.103896,0.00915,12.0,1.0,925.240699,-0.509265,0.3099,189.0,155.0,0.025,453,0.48025,9605,20000,0.003533,full,False,0.3319,6638,20000,0.00333,full,False
frozen,6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,"Gabitto 2024, SEA-AD DLPFC",near-projecting glutamatergic cortical neuron,dementia,normal,analysis_set,39,44,83,18154,8059,0.443924,727646193812764637422200,sampled,8530.192771,223.962038,-2.103896,0.00915,12.0,1.0,925.240699,-0.509265,0.3099,189.0,155.0,0.05,907,0.9719,19438,20000,0.001169,full,False,0.6094,12188,20000,0.00345,full,False
frozen,6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,"Gabitto 2024, SEA-AD DLPFC",near-projecting glutamatergic cortical neuron,dementia,normal,analysis_set,39,44,83,18154,8059,0.443924,727646193812764637422200,sampled,8530.192771,223.962038,-2.103896,0.00915,12.0,1.0,925.240699,-0.509265,0.3099,189.0,155.0,0.075,1361,1.0,20000,20000,0.0,full,False,0.80405,16081,20000,0.002807,full,False
frozen,6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,"Gabitto 2024, SEA-AD DLPFC",near-projecting glutamatergic cortical neuron,dementia,normal,analysis_set,39,44,83,18154,8059,0.443924,727646193812764637422200,sampled,8530.192771,223.962038,-2.103896,0.00915,12.0,1.0,925.240699,-0.509265,0.3099,189.0,155.0,0.1,1815,1.0,20000,20000,0.0,full,False,0.91975,18395,20000,0.001921,full,False
frozen,6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,"Gabitto 2024, SEA-AD DLPFC",oligodendrocyte,dementia,normal,analysis_set,39,44,83,136076,54555,0.400916,727646193812764637422200,sampled,63939.325301,3120.371178,-3.007439,5e-05,179.0,49.5,10724.280131,-0.875054,0.1913,1106.0,1594.5,0.01,1360,0.0001,2,20000,7.1e-05,void,True,0.0726,1452,20000,0.001835,full,False
frozen,6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,"Gabitto 2024, SEA-AD DLPFC",oligodendrocyte,dementia,normal,analysis_set,39,44,83,136076,54555,0.400916,727646193812764637422200,sampled,63939.325301,3120.371178,-3.007439,5e-05,179.0,49.5,10724.280131,-0.875054,0.1913,1106.0,1594.5,0.025,3401,0.0208,416,20000,0.001009,full,False,0.17415,3483,20000,0.002682,full,False
